hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,wrist_rotation_angle,thumb_angle,index_curl,middle_curl,ring_curl,pinky_curl,index_middle_distance,middle_ring_distance,ring_pinky_distance,ball_index_mcp_distance,ball_middle_mcp_distance,ball_ring_mcp_distance,ball_coverage_ratio,label
RIGHT,BACK,175.28,157.09,41.24,0.4787,0.1569,0.5391,0.4996,0.2949,84.82,-91.65,179.07,175.28,157.09,41.24,48.7,0.1938,0.7053,0.2317,0.391,0.4534,0.6275,0.5194,inswing
RIGHT,BACK,174.63,156.66,40.85,0.4858,0.1368,0.5473,0.51,0.3043,84.62,-91.78,178.76,174.63,156.66,40.85,46.95,0.2,0.7006,0.2384,0.3762,0.452,0.6314,0.5286,inswing
RIGHT,BACK,176.59,153.19,42.12,0.5017,0.1186,0.5396,0.4877,0.288,84.41,-92.18,177.93,176.59,153.19,42.12,47.84,0.1775,0.672,0.2385,0.3707,0.4414,0.6164,0.5136,inswing
RIGHT,BACK,176.4,148.62,41.02,0.5059,0.0455,0.5062,0.4542,0.3088,84.46,-92.07,175.82,176.4,148.62,41.02,46.84,0.1769,0.65,0.2422,0.3822,0.4542,0.628,0.4802,inswing
RIGHT,BACK,176.98,152.76,40.01,0.5454,0.0824,0.4752,0.4503,0.295,84.06,-92.16,173.31,176.98,152.76,40.01,45.4,0.1675,0.664,0.2462,0.3905,0.435,0.6018,0.4628,inswing
RIGHT,BACK,172.56,151.16,50.04,0.3764,0.2615,0.4762,0.4619,0.2507,86.23,-90.46,174.99,172.56,151.16,50.04,59.02,0.1787,0.6407,0.2289,0.4955,0.5356,0.6886,0.4691,inswing
RIGHT,BACK,179.9,157.41,38.35,0.4284,0.0742,0.4982,0.4756,0.3164,87.62,-87.76,178.47,179.9,157.41,38.35,48.08,0.197,0.7072,0.2934,0.4209,0.4727,0.6481,0.4869,inswing
RIGHT,BACK,179.23,153.91,38.8,0.4422,0.1431,0.563,0.5172,0.2129,87.7,-87.89,175.61,179.23,153.91,38.8,48.01,0.1892,0.6724,0.248,0.3425,0.3564,0.5262,0.5401,inswing
RIGHT,BACK,179.85,160.68,41.07,0.4313,0.1062,0.4908,0.5062,0.2786,87.14,-88.41,177.81,179.85,160.68,41.07,47.86,0.1971,0.6401,0.2347,0.3612,0.4136,0.5887,0.4985,inswing
RIGHT,BACK,179.24,158.5,39.73,0.3928,0.1479,0.4553,0.4667,0.274,86.89,-88.67,176.75,179.24,158.5,39.73,45.3,0.1964,0.649,0.2336,0.3996,0.4314,0.595,0.461,inswing
RIGHT,BACK,178.49,155.1,37.05,0.3902,0.2207,0.3226,0.2843,0.3936,86.66,-88.77,175.58,178.49,155.1,37.05,42.06,0.1988,0.6524,0.2279,0.5722,0.5781,0.713,0.3035,inswing
RIGHT,BACK,179.93,155.93,36.37,0.399,0.1459,0.3147,0.3063,0.4127,86.61,-88.72,174.68,179.93,155.93,36.37,41.84,0.2011,0.6583,0.2309,0.5558,0.5818,0.729,0.3105,inswing
RIGHT,BACK,178.25,159.4,32.85,0.4199,0.1744,0.3313,0.3005,0.4203,86.04,-89.13,175.55,178.25,159.4,32.85,39.56,0.2055,0.6891,0.2308,0.5751,0.5775,0.7109,0.3159,inswing
RIGHT,BACK,175.89,168.36,30.63,0.4732,0.1623,0.3251,0.3217,0.4889,85.39,-89.48,175.53,175.89,168.36,30.63,39.42,0.2229,0.7461,0.2327,0.612,0.6236,0.7636,0.3234,inswing
RIGHT,BACK,178.98,138.53,33.42,0.4015,0.0981,0.3185,0.203,0.4019,80.41,-94.67,177.62,178.98,138.53,33.42,36.84,0.2138,0.6004,0.2428,0.5304,0.4954,0.6169,0.2607,inswing
RIGHT,BACK,177.75,165.97,114.2,0.4455,0.1564,0.2967,0.2915,0.3008,80.0,-95.07,176.36,177.75,165.97,114.2,49.58,0.2414,0.4265,0.3898,0.544,0.501,0.6194,0.2941,inswing
RIGHT,BACK,177.95,169.34,85.4,0.4943,0.1649,0.4325,0.5429,0.4074,79.72,-95.29,173.28,177.95,169.34,85.4,45.72,0.2509,0.4806,0.3783,0.3289,0.3383,0.5119,0.4877,inswing
RIGHT,BACK,175.01,170.13,38.69,0.5087,0.2113,0.305,0.2994,0.3005,79.16,-95.73,173.37,175.01,170.13,38.69,42.64,0.232,0.5577,0.2725,0.5712,0.5182,0.6275,0.3022,inswing
RIGHT,BACK,174.25,167.39,30.22,0.5996,0.2179,0.3826,0.2918,0.3593,78.32,-96.61,172.48,174.25,167.39,30.22,40.06,0.2196,0.6229,0.229,0.548,0.5065,0.6222,0.3372,inswing
RIGHT,BACK,173.8,166.37,28.16,0.6293,0.219,0.4167,0.2898,0.396,77.85,-97.1,173.56,173.8,166.37,28.16,41.51,0.2255,0.6673,0.195,0.5504,0.5136,0.6273,0.3532,inswing
RIGHT,BACK,173.12,164.6,28.34,0.6451,0.2168,0.5473,0.4306,0.3188,77.7,-97.23,173.92,173.12,164.6,28.34,41.05,0.2334,0.677,0.1935,0.4003,0.3937,0.542,0.4889,inswing
RIGHT,BACK,173.74,166.46,30.17,0.6286,0.2175,0.5603,0.4895,0.2919,77.78,-97.21,174.07,173.74,166.46,30.17,43.5,0.2151,0.7052,0.1969,0.3696,0.3686,0.5224,0.5249,inswing
RIGHT,BACK,173.5,168.06,31.88,0.6105,0.1907,0.5075,0.4628,0.3006,77.85,-97.17,173.5,173.5,168.06,31.88,43.99,0.2078,0.7122,0.2035,0.4156,0.4014,0.5423,0.4851,inswing
RIGHT,BACK,175.52,169.34,32.5,0.5753,0.189,0.4986,0.5032,0.2816,77.82,-97.24,173.61,175.52,169.34,32.5,44.92,0.2163,0.7179,0.2023,0.381,0.3739,0.5227,0.5009,inswing
RIGHT,BACK,174.64,169.39,38.55,0.5657,0.1639,0.4097,0.3356,0.3234,77.67,-97.38,173.55,174.64,169.39,38.55,55.98,0.2153,0.6589,0.2065,0.5873,0.5277,0.6186,0.3727,inswing
RIGHT,BACK,175.64,168.2,41.48,0.5415,0.2065,0.4593,0.4954,0.2545,77.71,-97.36,173.52,175.64,168.2,41.48,66.56,0.2242,0.647,0.2176,0.3843,0.3934,0.5505,0.4773,inswing
RIGHT,BACK,176.22,168.59,40.81,0.4807,0.1453,0.3453,0.2955,0.3208,77.16,-97.6,174.15,176.22,168.59,40.81,175.05,0.2255,0.6158,0.397,0.5664,0.513,0.6161,0.3204,inswing
RIGHT,BACK,176.32,166.33,42.16,0.4722,0.137,0.3371,0.3057,0.2767,76.53,-98.12,174.04,176.32,166.33,42.16,178.49,0.2086,0.5764,0.4564,0.5168,0.4693,0.5819,0.3214,inswing
RIGHT,BACK,171.98,178.95,22.75,0.5702,0.1522,0.4304,0.3276,0.4118,76.33,-97.59,174.55,171.98,178.95,22.75,128.5,0.2255,0.7392,0.3112,0.6448,0.5746,0.6548,0.379,inswing
RIGHT,BACK,170.31,173.26,14.81,0.6396,0.1491,0.565,0.4744,0.3802,76.62,-96.81,174.33,170.31,173.26,14.81,19.75,0.2566,0.7977,0.2159,0.4973,0.4521,0.5751,0.5197,inswing
RIGHT,BACK,173.86,175.65,12.76,0.656,0.1853,0.4715,0.4746,0.424,77.46,-95.78,173.66,173.86,175.65,12.76,22.02,0.2678,0.8664,0.2486,0.6589,0.5968,0.6907,0.4731,inswing
RIGHT,BACK,175.16,175.77,12.31,0.6554,0.1752,0.4803,0.5462,0.4402,77.73,-95.48,173.19,175.16,175.77,12.31,21.03,0.2946,0.9597,0.2312,0.64,0.5759,0.6723,0.5132,inswing
RIGHT,BACK,174.56,175.95,14.02,0.6508,0.1701,0.4812,0.5281,0.4572,77.93,-95.46,174.16,174.56,175.95,14.02,22.93,0.2829,0.9718,0.2164,0.6425,0.5733,0.6639,0.5046,inswing
RIGHT,BACK,172.77,174.54,14.04,0.5857,0.1867,0.3991,0.435,0.4754,77.84,-95.66,175.38,172.77,174.54,14.04,21.89,0.2736,0.886,0.2141,0.6319,0.5743,0.6734,0.417,inswing
RIGHT,BACK,170.15,172.88,12.75,0.5427,0.1528,0.5068,0.4348,0.4079,77.65,-95.87,175.82,170.15,172.88,12.75,19.12,0.269,0.8318,0.2076,0.6866,0.5737,0.6088,0.4708,inswing
RIGHT,BACK,174.97,177.69,12.74,0.6261,0.1316,0.5551,0.5029,0.4264,78.85,-94.33,175.72,174.97,177.69,12.74,17.92,0.27,0.9287,0.2349,0.6802,0.5826,0.6383,0.529,inswing
RIGHT,BACK,173.73,174.32,26.26,0.495,0.0866,0.5804,0.4576,0.3451,81.51,-91.95,179.37,173.73,174.32,26.26,34.64,0.28,0.7977,0.258,0.6611,0.5887,0.6513,0.519,inswing
RIGHT,BACK,174.53,168.21,35.78,0.4725,0.0652,0.4641,0.3443,0.4245,81.86,-91.74,177.8,174.53,168.21,35.78,41.01,0.2941,0.7679,0.2904,0.7442,0.7248,0.8161,0.4042,inswing
RIGHT,BACK,170.71,171.09,38.23,0.452,0.1213,0.3769,0.3335,0.4594,80.86,-92.8,177.28,170.71,171.09,38.23,44.62,0.3024,0.777,0.2755,0.7433,0.7599,0.8708,0.3552,inswing
RIGHT,BACK,166.62,175.35,35.78,0.4568,0.1025,0.3756,0.3313,0.4882,80.15,-93.45,176.72,166.62,175.35,35.78,43.34,0.3067,0.8111,0.2613,0.7625,0.775,0.8801,0.3534,inswing
RIGHT,BACK,166.77,176.66,34.77,0.4891,0.0928,0.4167,0.3385,0.49,79.67,-93.81,177.93,166.77,176.66,34.77,42.34,0.3213,0.8246,0.262,0.7522,0.7584,0.8601,0.3776,inswing
RIGHT,BACK,168.14,178.31,34.0,0.5565,0.0812,0.493,0.3662,0.4774,79.39,-93.79,179.0,168.14,178.31,34.0,40.52,0.3425,0.8418,0.276,0.7497,0.7469,0.8457,0.4296,inswing
RIGHT,BACK,169.85,177.76,33.77,0.5839,0.0743,0.5208,0.366,0.4854,79.29,-93.78,179.65,169.85,177.76,33.77,39.82,0.3551,0.8503,0.2791,0.7633,0.7582,0.8552,0.4434,inswing
RIGHT,BACK,167.9,175.9,34.17,0.527,0.0705,0.5873,0.4438,0.4257,79.55,-93.28,178.9,167.9,175.9,34.17,39.73,0.3224,0.8605,0.2968,0.7922,0.7545,0.8219,0.5155,inswing
RIGHT,BACK,171.94,154.57,43.03,0.5493,0.0849,0.482,0.4995,0.3585,87.99,-83.99,175.25,171.94,154.57,43.03,54.5,0.2034,0.7502,0.2972,0.4862,0.5645,0.7526,0.4908,inswing
RIGHT,BACK,173.15,153.13,39.97,0.6151,0.1491,0.472,0.4764,0.3462,89.36,-85.32,171.36,173.15,153.13,39.97,51.27,0.1967,0.7423,0.2761,0.4913,0.5406,0.7142,0.4742,inswing
RIGHT,BACK,175.35,157.11,44.22,0.5927,0.1378,0.4584,0.472,0.3867,89.36,-86.43,175.29,175.35,157.11,44.22,51.33,0.203,0.7293,0.2787,0.5209,0.5933,0.7744,0.4652,inswing
RIGHT,BACK,174.39,157.97,47.89,0.6673,0.1784,0.4987,0.5017,0.3481,88.29,-87.38,172.55,174.39,157.97,47.89,47.69,0.2181,0.7184,0.312,0.5094,0.5698,0.7469,0.5002,inswing
RIGHT,BACK,175.96,163.81,55.97,0.7918,0.2285,0.5793,0.5803,0.2685,87.55,-88.41,169.56,175.96,163.81,55.97,55.16,0.2263,0.739,0.3213,0.5049,0.5466,0.7137,0.5798,inswing
RIGHT,BACK,176.61,164.57,65.6,0.8034,0.2002,0.6224,0.6132,0.2281,87.46,-88.62,170.37,176.61,164.57,65.6,64.56,0.2227,0.7095,0.3254,0.4891,0.5256,0.6917,0.6178,inswing
RIGHT,BACK,176.83,167.29,69.06,0.7394,0.1896,0.5821,0.6337,0.2387,87.13,-88.79,172.42,176.83,167.29,69.06,96.27,0.2238,0.7209,0.227,0.4957,0.5315,0.694,0.6079,inswing
RIGHT,BACK,175.8,165.17,62.67,0.6359,0.1051,0.5625,0.6305,0.2174,86.33,-89.36,173.56,175.8,165.17,62.67,91.44,0.218,0.7133,0.243,0.4566,0.4828,0.6419,0.5965,inswing
RIGHT,BACK,175.05,160.88,57.53,0.4605,0.0303,0.4905,0.5655,0.2137,85.93,-89.7,174.45,175.05,160.88,57.53,90.81,0.2119,0.6771,0.2645,0.4493,0.4791,0.6365,0.528,inswing
RIGHT,BACK,175.74,158.14,57.03,0.4155,0.0612,0.4726,0.5194,0.2293,85.93,-89.75,172.99,175.74,158.14,57.03,156.09,0.1938,0.6469,0.3455,0.4332,0.4733,0.636,0.496,inswing
RIGHT,BACK,176.91,155.86,52.63,0.4229,0.0511,0.474,0.5023,0.246,85.54,-90.08,171.55,176.91,155.86,52.63,121.06,0.1849,0.6487,0.269,0.414,0.4606,0.6293,0.4881,inswing
RIGHT,BACK,178.79,156.63,48.44,0.3944,0.0766,0.4706,0.4955,0.2533,85.25,-90.17,172.36,178.79,156.63,48.44,160.44,0.1818,0.6504,0.359,0.3923,0.439,0.6131,0.483,inswing
RIGHT,BACK,175.19,161.21,44.42,0.4107,0.0971,0.315,0.3168,0.3674,84.4,-90.94,172.11,175.19,161.21,44.42,109.43,0.1988,0.654,0.2833,0.5548,0.5685,0.7097,0.3159,inswing
RIGHT,BACK,172.39,155.14,51.87,0.4488,0.0949,0.3619,0.3026,0.2691,83.44,-92.08,171.8,172.39,155.14,51.87,68.56,0.1955,0.5688,0.2368,0.5338,0.5205,0.6443,0.3322,inswing
RIGHT,BACK,172.82,151.04,44.28,0.4423,0.1244,0.3293,0.2591,0.3404,83.62,-91.89,171.26,172.82,151.04,44.28,56.93,0.1983,0.5935,0.2401,0.5605,0.5489,0.671,0.2942,inswing
RIGHT,BACK,173.14,147.02,43.11,0.4626,0.1504,0.3133,0.2518,0.3632,83.71,-91.79,169.98,173.14,147.02,43.11,56.21,0.2011,0.5992,0.2526,0.5545,0.5559,0.6885,0.2825,inswing
RIGHT,BACK,173.85,148.25,45.19,0.4789,0.1609,0.3246,0.2572,0.3436,83.53,-91.96,170.6,173.85,148.25,45.19,61.76,0.2007,0.592,0.2657,0.5597,0.5557,0.6884,0.2909,inswing
RIGHT,BACK,173.98,153.13,39.96,0.4888,0.1561,0.3332,0.2871,0.357,83.41,-91.95,170.33,173.98,153.13,39.96,56.62,0.2116,0.6238,0.2611,0.5396,0.541,0.68,0.3101,inswing
RIGHT,BACK,173.27,157.03,40.01,0.4824,0.1326,0.3529,0.2828,0.3532,82.92,-92.12,171.26,173.27,157.03,40.01,54.11,0.2124,0.6319,0.2655,0.563,0.5406,0.6636,0.3178,inswing
RIGHT,BACK,172.79,162.27,40.22,0.4846,0.1874,0.299,0.2754,0.4122,82.1,-92.78,173.32,172.79,162.27,40.22,51.73,0.2158,0.6635,0.2565,0.5859,0.5794,0.7094,0.2872,inswing
RIGHT,BACK,173.23,162.58,33.47,0.4686,0.1718,0.2974,0.2678,0.429,81.31,-93.48,174.73,173.23,162.58,33.47,45.21,0.2258,0.6697,0.2514,0.5799,0.5635,0.6905,0.2826,inswing
RIGHT,BACK,175.66,156.18,36.05,0.4337,0.1052,0.3553,0.2574,0.391,80.6,-94.14,176.13,175.66,156.18,36.05,48.18,0.2211,0.6469,0.2575,0.582,0.542,0.6545,0.3064,inswing
RIGHT,BACK,177.99,168.5,30.93,0.6681,0.2783,0.4047,0.3911,0.5058,88.83,-85.34,172.74,177.99,168.5,30.93,38.71,0.2247,0.8305,0.251,0.6156,0.6587,0.8269,0.3979,inswing
RIGHT,BACK,174.57,172.23,33.74,0.651,0.2487,0.4024,0.3901,0.4465,87.12,-87.3,172.01,174.57,172.23,33.74,41.81,0.2404,0.813,0.2403,0.6439,0.6431,0.7789,0.3962,inswing
RIGHT,BACK,171.46,172.19,31.21,0.5916,0.1923,0.4016,0.3771,0.3781,86.3,-87.97,170.02,171.46,172.19,31.21,35.65,0.2481,0.7435,0.2276,0.6294,0.6003,0.7178,0.3894,inswing
RIGHT,BACK,173.0,173.98,41.02,0.5471,0.2129,0.336,0.4752,0.3379,86.76,-89.15,163.67,173.0,173.98,41.02,57.04,0.265,0.7928,0.2144,0.5094,0.5039,0.6333,0.4056,inswing
RIGHT,BACK,172.58,175.2,35.98,0.5775,0.2316,0.3467,0.4732,0.3583,86.83,-88.9,164.74,172.58,175.2,35.98,52.28,0.2675,0.8031,0.2134,0.5038,0.4978,0.6274,0.4099,inswing
RIGHT,BACK,172.35,175.56,40.3,0.5379,0.1434,0.3963,0.5526,0.2663,86.7,-89.09,166.48,172.35,175.56,40.3,55.77,0.2742,0.7706,0.225,0.4205,0.4252,0.5687,0.4745,inswing
RIGHT,BACK,172.38,175.48,38.46,0.533,0.2122,0.322,0.4509,0.3402,86.37,-89.34,165.73,172.38,175.48,38.46,54.62,0.264,0.7571,0.2205,0.4866,0.4844,0.6199,0.3864,inswing
RIGHT,BACK,176.8,170.72,37.15,0.557,0.2349,0.3563,0.3568,0.3637,85.79,-89.59,169.29,176.8,170.72,37.15,52.41,0.2378,0.7094,0.2303,0.5254,0.4998,0.6247,0.3565,inswing
RIGHT,BACK,175.34,161.0,41.55,0.5417,0.2429,0.3005,0.2816,0.404,85.65,-89.79,167.28,175.34,161.0,41.55,56.21,0.2237,0.656,0.2404,0.52,0.5244,0.6647,0.291,inswing
RIGHT,BACK,173.63,161.83,39.16,0.5161,0.1843,0.3577,0.2934,0.366,85.09,-90.16,168.09,173.63,161.83,39.16,52.87,0.23,0.6572,0.2453,0.5197,0.487,0.6088,0.3255,inswing
RIGHT,BACK,165.51,162.03,35.8,0.4927,0.1892,0.3077,0.2658,0.413,84.15,-90.93,167.13,165.51,162.03,35.8,48.04,0.214,0.669,0.238,0.5222,0.4982,0.6271,0.2868,inswing
RIGHT,BACK,163.89,128.65,36.4,0.5184,0.1703,0.3505,0.2216,0.4,83.75,-91.19,166.92,163.89,128.65,36.4,46.63,0.2129,0.6207,0.2397,0.5167,0.4831,0.6069,0.2861,inswing
RIGHT,BACK,161.55,140.19,35.44,0.5397,0.1777,0.3626,0.2329,0.3997,83.21,-91.69,167.77,161.55,140.19,35.44,48.35,0.2133,0.6295,0.231,0.4999,0.474,0.603,0.2977,inswing
RIGHT,BACK,161.8,150.89,34.29,0.5204,0.158,0.3628,0.2519,0.4072,82.99,-91.9,168.61,161.8,150.89,34.29,47.39,0.2016,0.6591,0.232,0.5092,0.4684,0.5876,0.3074,inswing
RIGHT,BACK,159.64,147.45,33.82,0.5404,0.1817,0.3591,0.236,0.4231,82.68,-92.13,169.03,159.64,147.45,33.82,47.49,0.2032,0.6587,0.2316,0.5203,0.4816,0.6025,0.2976,inswing
RIGHT,BACK,158.62,149.58,31.57,0.5605,0.1927,0.3683,0.2254,0.4301,82.36,-92.22,169.52,158.62,149.58,31.57,45.16,0.2131,0.6547,0.2251,0.5252,0.4859,0.6061,0.2968,inswing
RIGHT,BACK,177.59,172.76,19.86,0.5487,0.0613,0.5235,0.4527,0.3235,89.88,-84.7,166.72,177.59,172.76,19.86,27.35,0.2458,0.737,0.2659,0.4375,0.3992,0.5438,0.4881,inswing
RIGHT,BACK,176.96,171.63,23.51,0.5824,0.1773,0.4111,0.3725,0.4454,89.3,-83.77,167.64,176.96,171.63,23.51,32.18,0.2386,0.7507,0.2738,0.5139,0.5251,0.687,0.3918,inswing
RIGHT,BACK,177.78,162.0,28.44,0.6529,0.2258,0.4428,0.3499,0.4338,88.75,-83.42,167.37,177.78,162.0,28.44,34.91,0.245,0.7418,0.283,0.5283,0.5423,0.7065,0.3963,inswing
RIGHT,BACK,177.71,165.14,26.82,0.5542,0.2035,0.3803,0.3401,0.4853,88.25,-82.79,172.27,177.71,165.14,26.82,33.24,0.2421,0.7681,0.283,0.5554,0.5815,0.7501,0.3602,inswing
RIGHT,BACK,176.73,162.98,27.38,0.5359,0.0915,0.5007,0.4637,0.3905,88.44,-83.02,173.42,176.73,162.98,27.38,33.95,0.2372,0.7647,0.2845,0.4359,0.4696,0.652,0.4822,inswing
RIGHT,BACK,176.67,164.39,27.63,0.554,0.1011,0.5018,0.4724,0.3903,88.54,-83.07,172.07,176.67,164.39,27.63,34.15,0.2433,0.7689,0.2819,0.4379,0.472,0.6549,0.4871,inswing
RIGHT,BACK,178.68,166.86,26.89,0.5235,0.16,0.4087,0.3846,0.4405,88.43,-82.95,172.35,178.68,166.86,26.89,34.17,0.2413,0.7542,0.2781,0.5121,0.5366,0.7066,0.3966,inswing
RIGHT,BACK,179.57,167.83,26.55,0.5497,0.1224,0.4358,0.3892,0.4345,88.37,-82.95,170.06,179.57,167.83,26.55,35.87,0.2496,0.7414,0.2735,0.4895,0.5211,0.6954,0.4125,inswing
RIGHT,BACK,177.38,171.02,27.4,0.5836,0.2285,0.3654,0.3371,0.4746,88.68,-83.4,168.43,177.38,171.02,27.4,37.56,0.2442,0.749,0.2694,0.5588,0.5806,0.7412,0.3513,inswing
RIGHT,BACK,178.25,163.39,28.73,0.5854,0.2516,0.3428,0.3021,0.4872,89.13,-83.94,170.13,178.25,163.39,28.73,36.86,0.2291,0.7232,0.2813,0.5727,0.5989,0.7605,0.3224,inswing
RIGHT,BACK,179.61,164.68,28.97,0.5864,0.2612,0.3286,0.3045,0.5118,89.98,-84.74,171.54,179.61,164.68,28.97,37.05,0.243,0.7368,0.2705,0.5848,0.6181,0.7842,0.3165,inswing
RIGHT,BACK,175.27,178.78,44.99,0.6251,0.2027,0.4906,0.5704,0.3361,86.13,-87.97,174.57,175.27,178.78,44.99,172.73,0.2172,0.7994,0.3472,0.5018,0.5265,0.6908,0.5305,inswing
RIGHT,BACK,175.13,179.06,39.34,0.5913,0.1843,0.4745,0.56,0.3176,85.11,-88.8,174.11,175.13,179.06,39.34,178.9,0.2135,0.8205,0.4789,0.5073,0.5077,0.6569,0.5172,inswing
RIGHT,BACK,171.27,174.66,29.29,0.4714,0.1757,0.33,0.3613,0.3681,84.83,-88.94,173.71,171.27,174.66,29.29,179.94,0.2002,0.6981,0.5369,0.5334,0.524,0.6649,0.3456,inswing
RIGHT,BACK,158.07,166.97,29.62,0.4282,0.174,0.2603,0.2983,0.3791,84.52,-89.49,171.25,158.07,166.97,29.62,177.62,0.2038,0.6598,0.47,0.5444,0.5353,0.672,0.2793,inswing
RIGHT,BACK,158.79,162.05,27.18,0.4573,0.1766,0.281,0.2913,0.4171,84.07,-90.24,169.59,158.79,162.05,27.18,80.85,0.1967,0.6968,0.2806,0.5586,0.5452,0.6772,0.2861,inswing
RIGHT,BACK,158.88,160.37,25.97,0.4532,0.168,0.2854,0.2882,0.4523,83.72,-90.87,169.55,158.88,160.37,25.97,31.34,0.1982,0.7299,0.217,0.5642,0.5492,0.6801,0.2868,inswing
RIGHT,BACK,156.74,162.68,27.24,0.4409,0.152,0.289,0.2707,0.4304,83.8,-90.85,169.36,156.74,162.68,27.24,46.98,0.2028,0.6934,0.2598,0.5615,0.543,0.6716,0.2798,inswing
RIGHT,BACK,144.1,157.03,25.75,0.4293,0.1661,0.2633,0.2301,0.4461,83.8,-90.92,168.78,144.1,157.03,25.75,31.8,0.2003,0.6679,0.225,0.5614,0.548,0.6778,0.2467,inswing
RIGHT,BACK,170.66,170.49,29.59,0.4857,0.1742,0.3115,0.3301,0.4259,83.61,-91.11,168.47,170.66,170.49,29.59,35.21,0.2368,0.7471,0.222,0.5646,0.5467,0.6737,0.3208,inswing
RIGHT,BACK,170.67,172.02,32.67,0.495,0.1766,0.3183,0.3536,0.4121,83.46,-91.35,168.82,170.67,172.02,32.67,40.97,0.245,0.7592,0.2191,0.5661,0.5458,0.6712,0.336,inswing
RIGHT,BACK,170.15,173.17,37.33,0.4936,0.1855,0.3088,0.3593,0.375,83.35,-91.57,168.77,170.15,173.17,37.33,83.16,0.2478,0.7258,0.2475,0.5681,0.5495,0.676,0.334,inswing
RIGHT,BACK,171.53,174.97,37.47,0.5123,0.1817,0.3316,0.3776,0.3468,83.07,-91.82,168.6,171.53,174.97,37.47,69.5,0.2436,0.7117,0.2281,0.5596,0.5379,0.6631,0.3546,inswing
RIGHT,BACK,169.72,175.12,37.5,0.5002,0.1804,0.3221,0.3355,0.3557,82.88,-92.0,167.94,169.72,175.12,37.5,66.4,0.2363,0.683,0.2429,0.5703,0.5436,0.664,0.3288,inswing
RIGHT,BACK,167.35,175.54,32.66,0.4906,0.1737,0.3169,0.3248,0.3694,82.66,-92.08,166.97,167.35,175.54,32.66,50.82,0.2383,0.6807,0.2399,0.5603,0.533,0.6552,0.3209,inswing
RIGHT,BACK,159.24,179.67,27.07,0.46,0.1008,0.3992,0.3211,0.3422,82.45,-92.07,166.24,159.24,179.67,27.07,37.34,0.2457,0.6586,0.2224,0.6045,0.5257,0.6051,0.3602,inswing
RIGHT,BACK,156.74,176.27,22.25,0.4479,0.0762,0.4253,0.3352,0.3559,82.23,-92.06,167.06,156.74,176.27,22.25,30.15,0.2541,0.6799,0.2209,0.6131,0.52,0.583,0.3803,inswing
RIGHT,BACK,156.95,177.91,22.52,0.4489,0.172,0.2772,0.2562,0.4267,82.49,-91.83,166.57,156.95,177.91,22.52,30.56,0.2496,0.6654,0.2236,0.5723,0.5386,0.6548,0.2667,inswing
RIGHT,BACK,82.79,50.28,24.75,0.1542,0.1069,0.1114,0.0353,0.4843,80.64,-92.16,164.61,82.79,50.28,24.75,13.47,0.1418,0.4832,0.2197,0.6228,0.507,0.5136,0.0734,inswing
RIGHT,BACK,93.65,62.35,23.38,0.1626,0.061,0.1447,0.0797,0.4844,80.39,-92.34,166.58,93.65,62.35,23.38,12.83,0.1333,0.5523,0.2221,0.6326,0.5181,0.5224,0.1122,inswing
RIGHT,BACK,105.39,83.92,21.8,0.1823,0.0361,0.1978,0.1619,0.4678,80.27,-92.49,168.58,105.39,83.92,21.8,11.45,0.1227,0.623,0.2235,0.6394,0.5254,0.5258,0.1798,inswing
RIGHT,BACK,96.79,62.44,22.76,0.1596,0.0472,0.1716,0.0871,0.4622,80.4,-92.31,166.4,96.79,62.44,22.76,11.7,0.1309,0.5437,0.2161,0.6383,0.5199,0.5132,0.1293,inswing
RIGHT,BACK,139.12,92.06,3.9,0.4226,0.1338,0.4078,0.2039,0.4318,86.69,-86.48,175.18,139.12,92.06,3.9,11.6,0.2602,0.6339,0.2455,0.6324,0.5351,0.5891,0.3058,inswing
RIGHT,BACK,119.78,73.69,1.83,0.3702,0.1217,0.2486,0.1842,0.4805,86.25,-86.94,174.27,119.78,73.69,1.83,8.76,0.2273,0.6127,0.237,0.5434,0.4953,0.6044,0.2164,inswing
RIGHT,BACK,144.94,147.64,1.17,0.4462,0.0987,0.4024,0.3144,0.4214,86.63,-86.53,176.44,144.94,147.64,1.17,7.59,0.2135,0.7342,0.2386,0.5926,0.504,0.5644,0.3584,inswing
RIGHT,BACK,102.78,72.69,1.31,0.3121,0.0868,0.2524,0.16,0.443,86.26,-86.94,173.59,102.78,72.69,1.31,12.61,0.1752,0.5983,0.2281,0.5946,0.5121,0.5882,0.2062,inswing
RIGHT,BACK,171.87,177.94,18.97,0.5827,0.1887,0.3998,0.3436,0.4977,82.89,-90.87,173.94,171.87,177.94,18.97,26.67,0.2333,0.7992,0.236,0.6109,0.5965,0.7236,0.3717,inswing
RIGHT,BACK,167.58,176.58,16.13,0.6024,0.1801,0.4476,0.4004,0.4564,82.41,-91.33,173.53,167.58,176.58,16.13,24.3,0.2285,0.8041,0.2325,0.5502,0.526,0.6559,0.424,inswing
RIGHT,BACK,165.87,174.11,14.55,0.6371,0.1632,0.4879,0.4404,0.4615,82.26,-91.52,173.49,165.87,174.11,14.55,23.64,0.2083,0.8709,0.2214,0.5778,0.5383,0.6542,0.4642,inswing
